scheme,window,replicate,w,S_GC,N,mean_k
betabinomial,Neutral,5,75,0.7913424124513618,2056,2.693579766536965
betabinomial,Neutral,5,100,0.7196679438058748,1566,2.397190293742018
betabinomial,Neutral,5,150,0.6175908221797323,1046,2.0363288718929256
betabinomial,Neutral,5,200,0.5461741424802111,758,1.8205804749340369
betabinomial,Neutral,5,300,0.359504132231405,484,1.5867768595041323
betabinomial,Neutral,5,400,0.1826625386996904,323,1.4674922600619196
betabinomial,Neutral,5,600,0.09550561797752809,178,1.2584269662921348
betabinomial,Neutral,5,800,0.08547008547008547,117,1.2478632478632479
betabinomial,Neutral,6,25,0.8764328735185545,5147,4.217213911016126
betabinomial,Neutral,6,50,0.8224393530997305,2968,3.164420485175202
betabinomial,Neutral,6,75,0.7735849056603774,2067,2.6656990807934204
betabinomial,Neutral,6,100,0.7353497164461248,1587,2.389413988657845
betabinomial,Neutral,6,150,0.6209213051823417,1042,2.034548944337812
betabinomial,Neutral,6,200,0.5391766268260292,753,1.8034528552456839
betabinomial,Neutral,6,300,0.34710743801652894,484,1.578512396694215
betabinomial,Neutral,6,400,0.21646341463414634,328,1.4695121951219512
betabinomial,Neutral,6,600,0.11299435028248588,177,1.2994350282485876
betabinomial,Neutral,6,800,0.09009009009009009,111,1.2792792792792793
betabinomial,Neutral,7,25,0.8819875776397516,5152,4.190217391304348
betabinomial,Neutral,7,50,0.8283203785062521,2959,3.1618790131801284
betabinomial,Neutral,7,75,0.7879387048937222,2023,2.708848245180425
betabinomial,Neutral,7,100,0.7325361862806796,1589,2.4015103838892387
betabinomial,Neutral,7,150,0.6195028680688337,1046,2.049713193116635
betabinomial,Neutral,7,200,0.5240572171651495,769,1.8179453836150845
betabinomial,Neutral,7,300,0.3611111111111111,468,1.5555555555555556
betabinomial,Neutral,7,400,0.2126984126984127,315,1.492063492063492
betabinomial,Neutral,7,600,0.12716763005780346,173,1.3179190751445087
betabinomial,Neutral,7,800,0.09009009009009009,111,1.2792792792792793
betabinomial,Neutral,8,25,0.8823990591924735,5102,4.2218737749902
betabinomial,Neutral,8,50,0.8247038917089679,2955,3.14585448392555
betabinomial,Neutral,8,75,0.780107264748903,2051,2.676743052169673
betabinomial,Neutral,8,100,0.7232979387882573,1601,2.3885071830106184
betabinomial,Neutral,8,150,0.6080305927342257,1046,2.0611854684512427
betabinomial,Neutral,8,200,0.5237467018469657,758,1.804749340369393
betabinomial,Neutral,8,300,0.36538461538461536,468,1.5854700854700854
betabinomial,Neutral,8,400,0.19558359621451105,317,1.4889589905362777
betabinomial,Neutral,8,600,0.07471264367816093,174,1.2528735632183907
betabinomial,Neutral,8,800,0.06542056074766354,107,1.233644859813084
betabinomial,Neutral,9,25,0.8815202637192165,5157,4.201279813845259
betabinomial,Neutral,9,50,0.8267796610169491,2950,3.1464406779661016
betabinomial,Neutral,9,75,0.7802037845705968,2061,2.6695778748180494
betabinomial,Neutral,9,100,0.7268722466960352,1589,2.383889238514789
betabinomial,Neutral,9,150,0.617332035053554,1027,2.0564751703992212
betabinomial,Neutral,9,200,0.535064935064935,770,1.8025974025974025
betabinomial,Neutral,9,300,0.34496919917864477,487,1.5605749486652978
betabinomial,Neutral,9,400,0.18037974683544303,316,1.4556962025316456
betabinomial,Neutral,9,600,0.10285714285714286,175,1.28
betabinomial,Neutral,9,800,0.08490566037735849,106,1.2641509433962264
betabinomial,Neutral,10,25,0.8747325423069442,5141,4.207741684497179
betabinomial,Neutral,10,50,0.8249747559744194,2971,3.130259171995961
betabinomial,Neutral,10,75,0.7849829351535836,2051,2.696245733788396
betabinomial,Neutral,10,100,0.7322335025380711,1576,2.3959390862944163
betabinomial,Neutral,10,150,0.6310772163965681,1049,2.034318398474738
betabinomial,Neutral,10,200,0.5223097112860893,762,1.811023622047244
betabinomial,Neutral,10,300,0.3695198329853862,479,1.5866388308977035
betabinomial,Neutral,10,400,0.17592592592592593,324,1.4691358024691359
betabinomial,Neutral,10,600,0.10989010989010989,182,1.3296703296703296
betabinomial,Neutral,10,800,0.09009009009009009,111,1.2792792792792793
betabinomial,Neutral,11,25,0.8813096862210096,5131,4.235431689729098
betabinomial,Neutral,11,50,0.826523777628935,2986,3.1359678499665105
betabinomial,Neutral,11,75,0.7846003898635477,2052,2.6783625730994154
betabinomial,Neutral,11,100,0.7174323473882945,1589,2.3587161736941473
betabinomial,Neutral,11,150,0.6156824782187803,1033,2.052274927395934
betabinomial,Neutral,11,200,0.5450928381962865,754,1.8275862068965518
betabinomial,Neutral,11,300,0.3613963039014374,487,1.5811088295687885
betabinomial,Neutral,11,400,0.19682539682539682,315,1.4730158730158731
betabinomial,Neutral,11,600,0.1270718232044199,181,1.3149171270718232
betabinomial,Neutral,11,800,0.08849557522123894,113,1.2743362831858407
betabinomial,Neutral,12,25,0.8768902675455603,5158,4.214424195424583
betabinomial,Neutral,12,50,0.8233914209115282,2984,3.1300268096514747
betabinomial,Neutral,12,75,0.7777777777777778,2052,2.6832358674463936
betabinomial,Neutral,12,100,0.724502487562189,1608,2.3818407960199006
betabinomial,Neutral,12,150,0.6104651162790697,1032,2.060077519379845
betabinomial,Neutral,12,200,0.5304232804232805,756,1.82010582010582
betabinomial,Neutral,12,300,0.3689727463312369,477,1.5890985324947589
betabinomial,Neutral,12,400,0.17133956386292834,321,1.4579439252336448
betabinomial,Neutral,12,600,0.15730337078651685,178,1.3370786516853932
betabinomial,Neutral,12,800,0.08928571428571429,112,1.2678571428571428
betabinomial,Neutral,13,25,0.8777131782945736,5160,4.197286821705426
betabinomial,Neutral,13,50,0.8295225285810356,2974,3.140551445864156
betabinomial,Neutral,13,75,0.7739892839746713,2053,2.685825621042377
betabinomial,Neutral,13,100,0.7383354350567465,1586,2.3833543505674655
betabinomial,Neutral,13,150,0.6145038167938931,1048,2.0553435114503817
betabinomial,Neutral,13,200,0.5437665782493368,754,1.8249336870026525
betabinomial,Neutral,13,300,0.3644067796610169,472,1.5720338983050848
betabinomial,Neutral,13,400,0.23624595469255663,309,1.4563106796116505
betabinomial,Neutral,13,600,0.11602209944751381,181,1.3259668508287292
betabinomial,Neutral,13,800,0.09803921568627451,102,1.2549019607843137
betabinomial,Neutral,14,25,0.8834630350194552,5140,4.216731517509728
betabinomial,Neutral,14,50,0.8310765064319566,2954,3.1550440081245767
betabinomial,Neutral,14,75,0.7718612603810454,2047,2.7054225696140692
betabinomial,Neutral,14,100,0.726813880126183,1585,2.3949526813880126
betabinomial,Neutral,14,150,0.6134615384615385,1040,2.044230769230769
betabinomial,Neutral,14,200,0.538866930171278,759,1.8234519104084321
betabinomial,Neutral,14,300,0.36764705882352944,476,1.596638655462185
betabinomial,Neutral,14,400,0.19877675840978593,327,1.4678899082568808
betabinomial,Neutral,14,600,0.07386363636363637,176,1.2954545454545454
betabinomial,Neutral,14,800,0.09090909090909091,110,1.290909090909091
betabinomial,Neutral,15,25,0.8796963208098112,5137,4.222698072805139
betabinomial,Neutral,15,50,0.8263211040053854,2971,3.146415348367553
betabinomial,Neutral,15,75,0.7771260997067448,2046,2.675464320625611
betabinomial,Neutral,15,100,0.7257653061224489,1568,2.4005102040816326
betabinomial,Neutral,15,150,0.6159003831417624,1044,2.0440613026819925
betabinomial,Neutral,15,200,0.5338541666666666,768,1.8385416666666667
betabinomial,Neutral,15,300,0.37341772151898733,474,1.6075949367088607
betabinomial,Neutral,15,400,0.16938110749185667,307,1.4527687296416938
betabinomial,Neutral,15,600,0.06741573033707865,178,1.2921348314606742
betabinomial,Neutral,15,800,0.0990990990990991,111,1.2792792792792793
betabinomial,Neutral,16,25,0.8781382773271533,5178,4.197759752800309
betabinomial,Neutral,16,50,0.8375254928619986,2942,3.17675050985724
betabinomial,Neutral,16,75,0.7719553614750121,2061,2.6589034449296456
betabinomial,Neutral,16,100,0.7294344473007712,1556,2.3688946015424164
betabinomial,Neutral,16,150,0.6175908221797323,1046,2.043977055449331
betabinomial,Neutral,16,200,0.52832674571805,759,1.8102766798418972
betabinomial,Neutral,16,300,0.28051391862955033,467,1.5974304068522485
betabinomial,Neutral,16,400,0.20625,320,1.475
betabinomial,Neutral,16,600,0.11235955056179775,178,1.2808988764044944
betabinomial,Neutral,16,800,0.08695652173913043,115,1.2869565217391303
betabinomial,Neutral,17,25,0.8829787234042553,5170,4.195744680851064
betabinomial,Neutral,17,50,0.8256601218686527,2954,3.142857142857143
betabinomial,Neutral,17,75,0.7772397094430993,2065,2.69636803874092
betabinomial,Neutral,17,100,0.7204574332909784,1574,2.372299872935197
betabinomial,Neutral,17,150,0.6293838862559241,1055,2.0473933649289098
betabinomial,Neutral,17,200,0.5514511873350924,758,1.8548812664907652
betabinomial,Neutral,17,300,0.36024844720496896,483,1.5900621118012421
betabinomial,Neutral,17,400,0.19003115264797507,321,1.4766355140186915
betabinomial,Neutral,17,600,0.1206896551724138,174,1.2988505747126438
betabinomial,Neutral,17,800,0.08771929824561403,114,1.2456140350877194
betabinomial,Neutral,18,25,0.878840579710145,5175,4.188599033816425
betabinomial,Neutral,18,50,0.8155668358714044,2955,3.143824027072758
betabinomial,Neutral,18,75,0.7752808988764045,2047,2.694675134342941
betabinomial,Neutral,18,100,0.7316455696202532,1580,2.3759493670886074
betabinomial,Neutral,18,150,0.6102021174205967,1039,2.0384985563041385
betabinomial,Neutral,18,200,0.5237467018469657,758,1.804749340369393
betabinomial,Neutral,18,300,0.3682092555331992,497,1.585513078470825
betabinomial,Neutral,18,400,0.1926605504587156,327,1.492354740061162
betabinomial,Neutral,18,600,0.1340782122905028,179,1.3407821229050279
betabinomial,Neutral,18,800,0.0990990990990991,111,1.2612612612612613
betabinomial,Neutral,19,25,0.8836299628398201,5113,4.227654997066302
betabinomial,Neutral,19,50,0.8354131534569983,2965,3.1723440134907253
betabinomial,Neutral,19,75,0.78857421875,2048,2.671875
betabinomial,Neutral,19,100,0.7095565271705184,1601,2.359775140537164
betabinomial,Neutral,19,150,0.6364503816793893,1048,2.0763358778625953
betabinomial,Neutral,19,200,0.5393548387096774,775,1.8167741935483872
betabinomial,Neutral,19,300,0.34917355371900827,484,1.5702479338842976
betabinomial,Neutral,19,400,0.16556291390728478,302,1.4370860927152318
betabinomial,Neutral,19,600,0.11864406779661017,177,1.2994350282485876
betabinomial,Neutral,19,800,0.08620689655172414,116,1.2586206896551724
betabinomial,Neutral,20,25,0.8806840264282938,5146,4.21220365332297
betabinomial,Neutral,20,50,0.8264686022957461,2962,3.1553004726536122
betabinomial,Neutral,20,75,0.78466796875,2048,2.70703125
betabinomial,Neutral,20,100,0.7160804020100503,1592,2.385678391959799
betabinomial,Neutral,20,150,0.6373205741626794,1045,2.042105263157895
betabinomial,Neutral,20,200,0.5217948717948718,780,1.8128205128205128
betabinomial,Neutral,20,300,0.39019189765458423,469,1.5863539445628998
betabinomial,Neutral,20,400,0.24922118380062305,321,1.4641744548286604
betabinomial,Neutral,20,600,0.12154696132596685,181,1.3149171270718232
betabinomial,Neutral,20,800,0.07964601769911504,113,1.238938053097345
betabinomial,Neutral,21,25,0.8792233009708738,5150,4.210873786407767
betabinomial,Neutral,21,50,0.8299296953465015,2987,3.128222296618681
betabinomial,Neutral,21,75,0.789447972642892,2047,2.681973619931607
betabinomial,Neutral,21,100,0.7292852624920936,1581,2.3807716635041114
betabinomial,Neutral,21,150,0.6214355948869223,1017,2.057030481809243
betabinomial,Neutral,21,200,0.515748031496063,762,1.8136482939632546
betabinomial,Neutral,21,300,0.37446808510638296,470,1.5872340425531914
betabinomial,Neutral,21,400,0.2415902140672783,327,1.4678899082568808
betabinomial,Neutral,21,600,0.11475409836065574,183,1.289617486338798
betabinomial,Neutral,21,800,0.08490566037735849,106,1.2641509433962264
betabinomial,Neutral,22,25,0.8818958818958819,5148,4.200466200466201
betabinomial,Neutral,22,50,0.834573748308525,2956,3.1427604871447903
betabinomial,Neutral,22,75,0.7721764420746485,2063,2.677653902084343
betabinomial,Neutral,22,100,0.7306955966815571,1567,2.4033184428844927
betabinomial,Neutral,22,150,0.6102661596958175,1052,2.049429657794677
betabinomial,Neutral,22,200,0.5304010349288486,773,1.813712807244502
betabinomial,Neutral,22,300,0.3645833333333333,480,1.5833333333333333
betabinomial,Neutral,22,400,0.1838006230529595,321,1.4766355140186915
betabinomial,Neutral,22,600,0.09411764705882353,170,1.2823529411764707
betabinomial,Neutral,22,800,0.09433962264150944,106,1.2641509433962264
betabinomial,Neutral,23,25,0.8815229996134519,5174,4.1890220332431385
betabinomial,Neutral,23,50,0.8365547643268905,2949,3.164462529671075
betabinomial,Neutral,23,75,0.7801175318315378,2042,2.693437806072478
betabinomial,Neutral,23,100,0.7190237797246558,1598,2.380475594493116
betabinomial,Neutral,23,150,0.6114832535885167,1045,2.0401913875598088
betabinomial,Neutral,23,200,0.5355263157894737,760,1.8078947368421052
betabinomial,Neutral,23,300,0.37945492662473795,477,1.5932914046121593
betabinomial,Neutral,23,400,0.18153846153846154,325,1.476923076923077
betabinomial,Neutral,23,600,0.11666666666666667,180,1.3
betabinomial,Neutral,23,800,0.09090909090909091,110,1.2545454545454546
betabinomial,Neutral,24,25,0.8829144749659069,5133,4.223650886421196
betabinomial,Neutral,24,50,0.8265720081135902,2958,3.1176470588235294
betabinomial,Neutral,24,75,0.7826510721247564,2052,2.6832358674463936
betabinomial,Neutral,24,100,0.7388535031847133,1570,2.38343949044586
betabinomial,Neutral,24,150,0.6321393998063891,1033,2.060019361084221
betabinomial,Neutral,24,200,0.5320261437908497,765,1.8143790849673203
betabinomial,Neutral,24,300,0.34518828451882844,478,1.5815899581589958
betabinomial,Neutral,24,400,0.24610591900311526,321,1.470404984423676
betabinomial,Neutral,24,600,0.0625,192,1.28125
betabinomial,Neutral,24,800,0.09090909090909091,110,1.2545454545454546
betabinomial,Pre-transition,0,25,0.882689556509299,5592,4.340486409155937
betabinomial,Pre-transition,0,50,0.8270015698587128,3185,3.2213500784929354
betabinomial,Pre-transition,0,75,0.7844905320108205,2218,2.7547339945897207
betabinomial,Pre-transition,0,100,0.7246963562753036,1729,2.446500867553499
betabinomial,Pre-transition,0,150,0.632,1125,2.104888888888889
betabinomial,Pre-transition,0,200,0.5207317073170732,820,1.8804878048780487
betabinomial,Pre-transition,0,300,0.3883089770354906,479,1.6617954070981211
betabinomial,Pre-transition,0,400,0.3445121951219512,328,1.5670731707317074
betabinomial,Pre-transition,0,600,0.1711229946524064,187,1.3689839572192513
betabinomial,Pre-transition,0,800,0.17391304347826086,115,1.3217391304347825
betabinomial,Pre-transition,1,25,0.8905499199145755,5619,4.328528207866168
betabinomial,Pre-transition,1,50,0.8349606299212599,3175,3.247244094488189
betabinomial,Pre-transition,1,75,0.7942368302566412,2221,2.7510130571814497
betabinomial,Pre-transition,1,100,0.7439024390243902,1722,2.4413472706155632
betabinomial,Pre-transition,1,150,0.6284201235657546,1133,2.0794351279788175
betabinomial,Pre-transition,1,200,0.5241545893719807,828,1.8888888888888888
betabinomial,Pre-transition,1,300,0.4444444444444444,477,1.6729559748427674
betabinomial,Pre-transition,1,400,0.2654320987654321,324,1.5123456790123457
betabinomial,Pre-transition,1,600,0.18617021276595744,188,1.3617021276595744
betabinomial,Pre-transition,1,800,0.12605042016806722,119,1.2773109243697478
betabinomial,Pre-transition,2,25,0.882258064516129,5580,4.346594982078853
betabinomial,Pre-transition,2,50,0.8144009931719429,3222,3.20235878336437
betabinomial,Pre-transition,2,75,0.7829388119696293,2239,2.7539079946404645
betabinomial,Pre-transition,2,100,0.7426865671641791,1675,2.4656716417910447
betabinomial,Pre-transition,2,150,0.6540198735320687,1107,2.1282746160794943
betabinomial,Pre-transition,2,200,0.5664596273291925,805,1.9105590062111801
betabinomial,Pre-transition,2,300,0.4178217821782178,505,1.6752475247524752
betabinomial,Pre-transition,2,400,0.30030959752321984,323,1.498452012383901
betabinomial,Pre-transition,2,600,0.1827956989247312,186,1.3870967741935485
betabinomial,Pre-transition,2,800,0.13934426229508196,122,1.3278688524590163
betabinomial,Pre-transition,3,25,0.8856988082340195,5538,4.369086312748284
betabinomial,Pre-transition,3,50,0.8157647794807632,3197,3.1879887394432282
betabinomial,Pre-transition,3,75,0.7896382313532827,2239,2.7440821795444394
betabinomial,Pre-transition,3,100,0.7508896797153025,1686,2.4590747330960854
betabinomial,Pre-transition,3,150,0.6148409893992933,1132,2.090106007067138
betabinomial,Pre-transition,3,200,0.5618115055079559,817,1.9069767441860466
betabinomial,Pre-transition,3,300,0.4117647058823529,510,1.6470588235294117
betabinomial,Pre-transition,3,400,0.3271604938271605,324,1.4938271604938271
betabinomial,Pre-transition,3,600,0.18556701030927836,194,1.3711340206185567
betabinomial,Pre-transition,3,800,0.11570247933884298,121,1.2892561983471074
betabinomial,Pre-transition,4,25,0.8904479222881814,5559,4.361216046051448
betabinomial,Pre-transition,4,50,0.8267790262172284,3204,3.206616729088639
betabinomial,Pre-transition,4,75,0.7777284826974268,2254,2.71960958296362
betabinomial,Pre-transition,4,100,0.7476415094339622,1696,2.44811320754717
betabinomial,Pre-transition,4,150,0.6534296028880866,1108,2.1137184115523464
betabinomial,Pre-transition,4,200,0.562953995157385,826,1.8619854721549636
betabinomial,Pre-transition,4,300,0.4573804573804574,481,1.6756756756756757
betabinomial,Pre-transition,4,400,0.3126934984520124,323,1.5356037151702786
betabinomial,Pre-transition,4,600,0.20526315789473684,190,1.3789473684210527
betabinomial,Pre-transition,4,800,0.12686567164179105,134,1.3134328358208955
betabinomial,Pre-transition,5,25,0.887143373058866,5538,4.382087396171904
betabinomial,Pre-transition,5,50,0.8260596546310832,3185,3.2251177394034536
betabinomial,Pre-transition,5,75,0.7866666666666666,2250,2.7226666666666666
betabinomial,Pre-transition,5,100,0.7467065868263473,1670,2.4682634730538924
betabinomial,Pre-transition,5,150,0.6534296028880866,1108,2.124548736462094
betabinomial,Pre-transition,5,200,0.5887392900856793,817,1.9192166462668299
betabinomial,Pre-transition,5,300,0.4350515463917526,485,1.6701030927835052
betabinomial,Pre-transition,5,400,0.31419939577039274,331,1.5105740181268883
betabinomial,Pre-transition,5,600,0.17766497461928935,197,1.3705583756345177
betabinomial,Pre-transition,5,800,0.12403100775193798,129,1.2868217054263567
betabinomial,Pre-transition,6,25,0.8828699551569507,5575,4.335067264573991
betabinomial,Pre-transition,6,50,0.829900124843945,3204,3.2103620474406993
betabinomial,Pre-transition,6,75,0.7854251012145749,2223,2.7314439946018894
betabinomial,Pre-transition,6,100,0.7239117471675611,1677,2.4460345855694694
betabinomial,Pre-transition,6,150,0.6361185983827493,1113,2.1024258760107815
betabinomial,Pre-transition,6,200,0.5446859903381642,828,1.8623188405797102
betabinomial,Pre-transition,6,300,0.40365111561866124,493,1.643002028397566
betabinomial,Pre-transition,6,400,0.3333333333333333,339,1.5339233038348083
betabinomial,Pre-transition,6,600,0.1642512077294686,207,1.4009661835748792
betabinomial,Pre-transition,6,800,0.15833333333333333,120,1.3166666666666667
betabinomial,Pre-transition,7,25,0.8878031125588128,5526,4.387984075280492
betabinomial,Pre-transition,7,50,0.8215403882279274,3194,3.229805886036318
betabinomial,Pre-transition,7,75,0.7809439002671416,2246,2.73820124666073
betabinomial,Pre-transition,7,100,0.7491103202846975,1686,2.487544483985765
betabinomial,Pre-transition,7,150,0.6294326241134752,1128,2.104609929078014
betabinomial,Pre-transition,7,200,0.5518072289156627,830,1.8674698795180722
betabinomial,Pre-transition,7,300,0.40625,512,1.640625
betabinomial,Pre-transition,7,400,0.3468208092485549,346,1.5433526011560694
betabinomial,Pre-transition,7,600,0.15873015873015872,189,1.3650793650793651
betabinomial,Pre-transition,7,800,0.15748031496062992,127,1.3228346456692914
betabinomial,Pre-transition,8,25,0.8973021582733813,5560,4.352877697841727
betabinomial,Pre-transition,8,50,0.829137822529893,3178,3.2573945877910635
betabinomial,Pre-transition,8,75,0.7835051546391752,2231,2.7315105333930974
betabinomial,Pre-transition,8,100,0.7432273262661955,1698,2.4511189634864547
betabinomial,Pre-transition,8,150,0.6379460400348129,1149,2.100957354221062
betabinomial,Pre-transition,8,200,0.5716034271725826,817,1.872705018359853
betabinomial,Pre-transition,8,300,0.4381338742393509,493,1.6632860040567952
betabinomial,Pre-transition,8,400,0.32463768115942027,345,1.5420289855072464
betabinomial,Pre-transition,8,600,0.17679558011049723,181,1.3812154696132597
betabinomial,Pre-transition,8,800,0.16,125,1.312
betabinomial,Pre-transition,9,25,0.8946322067594433,5533,4.373034520151816
betabinomial,Pre-transition,9,50,0.8219993732372297,3191,3.2109056722030713
betabinomial,Pre-transition,9,75,0.7764497565294378,2259,2.712704736609119
betabinomial,Pre-transition,9,100,0.7414887478361223,1733,2.4246970571263704
betabinomial,Pre-transition,9,150,0.6186291739894552,1138,2.054481546572935
betabinomial,Pre-transition,9,200,0.5651658767772512,844,1.9075829383886256
betabinomial,Pre-transition,9,300,0.3797216699801193,503,1.6262425447316102
betabinomial,Pre-transition,9,400,0.2997032640949555,337,1.4955489614243322
betabinomial,Pre-transition,9,600,0.15675675675675677,185,1.3621621621621622
betabinomial,Pre-transition,9,800,0.1724137931034483,116,1.3275862068965518
betabinomial,Pre-transition,10,25,0.8875451263537906,5540,4.379783393501805
betabinomial,Pre-transition,10,50,0.8266913809082483,3237,3.198022860673463
betabinomial,Pre-transition,10,75,0.7855550601872492,2243,2.7249219794917523
betabinomial,Pre-transition,10,100,0.7427898763978811,1699,2.448499117127722
betabinomial,Pre-transition,10,150,0.6162489196197062,1157,2.076058772687986
betabinomial,Pre-transition,10,200,0.5401459854014599,822,1.905109489051095
betabinomial,Pre-transition,10,300,0.3948919449901768,509,1.662082514734774
betabinomial,Pre-transition,10,400,0.24855491329479767,346,1.4971098265895955
betabinomial,Pre-transition,10,600,0.2138728323699422,173,1.4450867052023122
betabinomial,Pre-transition,10,800,0.15384615384615385,130,1.3076923076923077
betabinomial,Pre-transition,11,25,0.892476998015515,5543,4.375969691502796
betabinomial,Pre-transition,11,50,0.8198933165986821,3187,3.2268591151553183
betabinomial,Pre-transition,11,75,0.7982851985559567,2216,2.73014440433213
betabinomial,Pre-transition,11,100,0.7460595446584939,1713,2.4413309982486866
betabinomial,Pre-transition,11,150,0.6669603524229075,1135,2.0951541850220265
betabinomial,Pre-transition,11,200,0.5685096153846154,832,1.8798076923076923
betabinomial,Pre-transition,11,300,0.40711462450592883,506,1.6798418972332017
betabinomial,Pre-transition,11,400,0.3476923076923077,325,1.52
betabinomial,Pre-transition,11,600,0.1693121693121693,189,1.3756613756613756
betabinomial,Pre-transition,11,800,0.1440677966101695,118,1.271186440677966
betabinomial,Pre-transition,12,25,0.8867755248519649,5573,4.350619056163646
betabinomial,Pre-transition,12,50,0.8162688442211056,3184,3.2141959798994977
betabinomial,Pre-transition,12,75,0.7855863921217547,2234,2.7609668755595345
betabinomial,Pre-transition,12,100,0.7419731465265615,1713,2.424985405720957
betabinomial,Pre-transition,12,150,0.6294372294372295,1155,2.070995670995671
betabinomial,Pre-transition,12,200,0.5609167671893848,829,1.8769601930036188
betabinomial,Pre-transition,12,300,0.39436619718309857,497,1.613682092555332
betabinomial,Pre-transition,12,400,0.2672672672672673,333,1.4774774774774775
betabinomial,Pre-transition,12,600,0.16580310880829016,193,1.3471502590673574
betabinomial,Pre-transition,12,800,0.1885245901639344,122,1.3442622950819672
betabinomial,Pre-transition,13,25,0.8876667868734223,5546,4.3591777857915615
betabinomial,Pre-transition,13,50,0.8368371509256354,3187,3.2199560715406337
betabinomial,Pre-transition,13,75,0.7864816472694718,2234,2.739480752014324
betabinomial,Pre-transition,13,100,0.744555620953502,1699,2.4343731606827546
betabinomial,Pre-transition,13,150,0.6385650224215247,1115,2.104035874439462
betabinomial,Pre-transition,13,200,0.5186074429771909,833,1.865546218487395
betabinomial,Pre-transition,13,300,0.39595959595959596,495,1.6686868686868688
betabinomial,Pre-transition,13,400,0.3286118980169972,353,1.5240793201133145
betabinomial,Pre-transition,13,600,0.22340425531914893,188,1.3936170212765957
betabinomial,Pre-transition,13,800,0.12931034482758622,116,1.293103448275862
betabinomial,Pre-transition,14,25,0.8890283255647186,5578,4.356758694872714
betabinomial,Pre-transition,14,50,0.8303543430542489,3189,3.2298526183756664
betabinomial,Pre-transition,14,75,0.784261715296198,2262,2.7391688770999116
betabinomial,Pre-transition,14,100,0.7387755102040816,1715,2.43731778425656
betabinomial,Pre-transition,14,150,0.6321428571428571,1120,2.0839285714285714
betabinomial,Pre-transition,14,200,0.5571428571428572,840,1.8547619047619048
betabinomial,Pre-transition,14,300,0.34949494949494947,495,1.6444444444444444
betabinomial,Pre-transition,14,400,0.3153153153153153,333,1.5135135135135136
betabinomial,Pre-transition,14,600,0.13186813186813187,182,1.3296703296703296
betabinomial,Pre-transition,14,800,0.12295081967213115,122,1.3278688524590163
betabinomial,Pre-transition,15,25,0.8937556561085973,5525,4.39420814479638
betabinomial,Pre-transition,15,50,0.8326491948215977,3167,3.2491316703504896
betabinomial,Pre-transition,15,75,0.7842696629213484,2225,2.7676404494382023
betabinomial,Pre-transition,15,100,0.7336089781453042,1693,2.455995274660366
betabinomial,Pre-transition,15,150,0.6493392070484582,1135,2.111013215859031
betabinomial,Pre-transition,15,200,0.565483476132191,817,1.9020807833537332
betabinomial,Pre-transition,15,300,0.395112016293279,491,1.6334012219959266
betabinomial,Pre-transition,15,400,0.2861271676300578,346,1.5086705202312138
betabinomial,Pre-transition,15,600,0.16184971098265896,173,1.3872832369942196
betabinomial,Pre-transition,15,800,0.11864406779661017,118,1.305084745762712
betabinomial,Pre-transition,16,25,0.8885269634455302,5526,4.38870792616721
betabinomial,Pre-transition,16,50,0.8351164254247955,3178,3.2284455632473255
betabinomial,Pre-transition,16,75,0.7936294302377748,2229,2.7770300583221177
betabinomial,Pre-transition,16,100,0.7583971714790807,1697,2.470241602828521
betabinomial,Pre-transition,16,150,0.636936936936937,1110,2.0792792792792794
betabinomial,Pre-transition,16,200,0.5628019323671497,828,1.857487922705314
betabinomial,Pre-transition,16,300,0.35020242914979755,494,1.6275303643724697
betabinomial,Pre-transition,16,400,0.3072463768115942,345,1.4956521739130435
betabinomial,Pre-transition,16,600,0.164021164021164,189,1.3227513227513228
betabinomial,Pre-transition,16,800,0.12403100775193798,129,1.302325581395349
betabinomial,Pre-transition,17,25,0.8917850080891605,5563,4.355563544849901
betabinomial,Pre-transition,17,50,0.8234365129500948,3166,3.245735944409349
betabinomial,Pre-transition,17,75,0.7922661870503597,2224,2.759892086330935
betabinomial,Pre-transition,17,100,0.7324025596276905,1719,2.435136707388016
betabinomial,Pre-transition,17,150,0.6355475763016158,1114,2.096947935368043
betabinomial,Pre-transition,17,200,0.5657418576598311,829,1.8866103739445115
betabinomial,Pre-transition,17,300,0.3850806451612903,496,1.6612903225806452
betabinomial,Pre-transition,17,400,0.25,320,1.525
betabinomial,Pre-transition,17,600,0.1956521739130435,184,1.391304347826087
betabinomial,Pre-transition,17,800,0.14074074074074075,135,1.3037037037037038
betabinomial,Pre-transition,18,25,0.8853400322985825,5573,4.361744123452359
betabinomial,Pre-transition,18,50,0.8331756543677074,3171,3.248817407757805
betabinomial,Pre-transition,18,75,0.7801953818827708,2252,2.7291296625222023
betabinomial,Pre-transition,18,100,0.7475218658892129,1715,2.4513119533527696
betabinomial,Pre-transition,18,150,0.6226749335695305,1129,2.099202834366696
betabinomial,Pre-transition,18,200,0.5804111245465539,827,1.9008464328899637
betabinomial,Pre-transition,18,300,0.39478957915831664,499,1.655310621242485
betabinomial,Pre-transition,18,400,0.30246913580246915,324,1.4876543209876543
betabinomial,Pre-transition,18,600,0.17777777777777778,180,1.3777777777777778
betabinomial,Pre-transition,18,800,0.13559322033898305,118,1.305084745762712
betabinomial,Pre-transition,19,25,0.8940017905102954,5585,4.3534467323187105
