fecha,promedio_normalizado,indice_cti,Data,Temporalidad
2016-08-10,-0.705020498699813,99.2949795013002,Medios,Diario
2016-08-11,-0.442848056265524,99.5571519437345,Medios,Diario
2016-08-12,-0.32517732526057,99.6748226747394,Medios,Diario
2016-08-13,0.0622757018759093,100.062275701876,Medios,Diario
2016-08-14,-0.482052978381126,99.5179470216189,Medios,Diario
2016-08-15,0.543916980724122,100.543916980724,Medios,Diario
2016-08-16,0.0700277155232174,100.070027715523,Medios,Diario
2016-08-17,-0.27279935964689,99.7272006403531,Medios,Diario
2016-08-18,-0.509234646331136,99.4907653536689,Medios,Diario
2016-08-19,-0.145726498444079,99.8542735015559,Medios,Diario
2016-08-20,-0.261503559898995,99.738496440101,Medios,Diario
2016-08-21,-0.980106237922378,99.0198937620776,Medios,Diario
2016-08-22,-0.521420536586151,99.4785794634139,Medios,Diario
2016-08-23,0.192629600265017,100.192629600265,Medios,Diario
2016-08-24,0.349331986914399,100.349331986914,Medios,Diario
2016-08-25,-0.293156076314759,99.7068439236853,Medios,Diario
2016-08-26,-0.540861756547623,99.4591382434524,Medios,Diario
2016-08-27,0.530671003277587,100.530671003278,Medios,Diario
2016-08-28,0.0801847328885566,100.080184732889,Medios,Diario
2016-08-29,-0.605822131213267,99.3941778687867,Medios,Diario
2016-08-30,-0.584279535194604,99.4157204648054,Medios,Diario
2016-08-31,-0.461697934608746,99.5383020653913,Medios,Diario
2016-09-01,-0.262357945841836,99.7376420541582,Medios,Diario
2016-09-02,-0.159785421993827,99.8402145780062,Medios,Diario
2016-09-03,-0.200845969587318,99.7991540304127,Medios,Diario
2016-09-04,-0.45938963280111,99.5406103671989,Medios,Diario
2016-09-05,-0.217457248571306,99.7825427514287,Medios,Diario
2016-09-06,-0.378626477361889,99.6213735226381,Medios,Diario
2016-09-07,-0.489820555960712,99.5101794440393,Medios,Diario
2016-09-08,-0.378604824726797,99.6213951752732,Medios,Diario
2016-09-09,-0.963986499401156,99.0360135005989,Medios,Diario
2016-09-10,-0.380855413764045,99.619144586236,Medios,Diario
2016-09-11,-0.0504833797112855,99.9495166202887,Medios,Diario
2016-09-12,-0.665706973908989,99.334293026091,Medios,Diario
2016-09-13,-0.153852452357484,99.8461475476425,Medios,Diario
2016-09-14,-0.838633420311598,99.1613665796884,Medios,Diario
2016-09-15,-0.440216336868675,99.5597836631313,Medios,Diario
2016-09-16,-0.543400235618779,99.4565997643812,Medios,Diario
2016-09-17,-1.4842124615656,98.5157875384344,Medios,Diario
2016-09-18,-0.446479785052005,99.553520214948,Medios,Diario
2016-09-19,-0.0653324977890272,99.934667502211,Medios,Diario
2016-09-20,-0.506259972369718,99.4937400276303,Medios,Diario
2016-09-21,-0.263940027951442,99.7360599720486,Medios,Diario
2016-09-22,-0.236741032776722,99.7632589672233,Medios,Diario
2016-09-23,-0.0420248316125435,99.9579751683875,Medios,Diario
2016-09-24,-0.16117191639171,99.8388280836083,Medios,Diario
2016-09-25,-0.876618577548331,99.1233814224517,Medios,Diario
2016-09-26,-0.314084498441631,99.6859155015584,Medios,Diario
2016-09-27,-0.379839186218793,99.6201608137812,Medios,Diario
2016-09-28,0.0772346294129623,100.077234629413,Medios,Diario
2016-09-29,-0.383731273439956,99.6162687265601,Medios,Diario
2016-09-30,-0.138418618687253,99.8615813813127,Medios,Diario
2016-10-01,0.297076249979891,100.29707624998,Medios,Diario
2016-10-02,0.0993329053062674,100.099332905306,Medios,Diario
2016-10-03,-0.4925764414955,99.5074235585045,Medios,Diario
2016-10-04,-0.650572876847263,99.3494271231527,Medios,Diario
2016-10-05,-0.0911481524859782,99.908851847514,Medios,Diario
